Id,SalePrice
1461,121142.08247927317
1462,186459.09564541013
1463,175657.0396557556
1464,193575.2272477554
1465,205881.81780302429
1466,170911.41557738333
1467,176570.5317535365
1468,162682.25648432077
1469,194907.5557582926
1470,115262.98669402239
1471,166711.1205381437
1472,101918.92704639887
1473,95718.54971765784
1474,141436.88601986077
1475,113115.63904813984
1476,358540.8174088513
1477,262558.4452209426
1478,305827.2307394543
1479,313867.9443587107
1480,547730.991559677
1481,329563.9847015273
1482,210402.6422307185
1483,170758.09948376165
1484,164709.20642749083
1485,185930.02216917492
1486,189857.97203878636
1487,337337.7835623272
1488,226153.30190232393
1489,189987.39094546746
1490,230506.98168731586
1491,184765.57632385197
1492,97583.85774174012
1493,196136.0829867348
1494,294975.9769870649
1495,284236.4181643526
1496,216326.91873478587
1497,180442.81665899564
1498,192663.76425168302
1499,174107.08521521668
1500,162378.7791175407
1501,183458.72807388255
1502,147819.72050569262
1503,329681.5235764677
1504,243943.5591669815
1505,225327.8622803894
1506,192539.9658869001
1507,254568.83359642615
1508,199887.2983998242
1509,158522.45341734868
1510,141268.3713600836
1511,165146.2765212296
1512,166118.2563680135
1513,145785.7602916106
1514,192011.6563212733
1515,177922.76173352945
1516,145573.5862585255
1517,166100.4940143374
1518,124424.63413476123
1519,203926.7583165234
1520,127467.87683934977
1521,122623.45441464621
1522,184491.7683435606
1523,107665.93552955044
1524,115056.50698562709
1525,118441.12940773109
1526,111953.40672527018
1527,105808.12225794235
1528,134353.13269363422
1529,164044.78094678104
1530,194916.93525658545
1531,128661.47993772007
1532,103746.02526932582
1533,155608.2584078311
1534,122994.0568513094
1535,136821.61779832485
1536,111061.235117138
1537,69947.07273850513
1538,140441.6020254111
1539,169299.2591311634
1540,71759.92112275615
1541,135858.27083992504
1542,161930.2053395612
1543,192404.59045268822
1544,89286.18367236515
1545,120283.8320013328
1546,141470.19680253154
1547,140167.65155423785
1548,141417.22577026297
1549,121615.68737375717
1550,129211.09585885545
1551,110934.37829855645
1552,154809.37143359482
1553,138226.3411882177
1554,121679.74404551028
1555,168721.46360445084
1556,96602.62918685161
1557,109499.46133979209
1558,98015.28736655481
1559,61925.59304507103
1560,132635.44269822174
1561,112997.46060116014
1562,139383.2096716029
1563,124628.55534399218
1564,159189.40162999972
1565,149453.2601049429
1566,239690.87356128212
1567,79416.3885675365
1568,246274.04522939742
1569,127855.51600660432
1570,135739.5804966196
1571,113263.49078915046
1572,134760.93434960858
1573,240194.99758207597
1574,132805.10832207516
1575,219817.5425078812
1576,248405.52876013124
1577,186081.07834515185
1578,125966.22454064022
1579,146986.34514639547
1580,197177.09738643412
1581,165951.87527164485
1582,131147.82532669953
1583,323366.08953550464
1584,222547.94732711365
1585,135985.83949038884
1586,87349.96134003744
1587,131770.1438933031
1588,148036.70027869634
1589,96604.26489959122
1590,133742.15093051235
1591,91372.40023195252
1592,110904.36887390226
1593,135880.52646529698
1594,116534.63980632438
1595,103571.82700125642
1596,235363.62380750864
1597,181473.50745949885
1598,215423.71518753955
1599,154658.41442745228
1600,154199.9508000198
1601,68242.2418316013
1602,120727.53816477832
1603,73593.08270445961
1604,275391.7272049591
1605,244722.2112618243
1606,162192.1594589186
1607,195861.10008315538
1608,229127.85677464685
1609,187140.4447605012
1610,154568.91110383658
1611,140943.10608180618
1612,175375.93827261718
1613,172429.43833072815
1614,115951.02347336558
1615,86315.70128111924
1616,75962.4956110148
1617,92068.9658932792
1618,139933.2713091945
1619,151002.1025984775
1620,178364.47200647133
1621,139756.90962466074
1622,143346.723673648
1623,264626.0619831998
1624,207121.38228291555
1625,114319.02408162139
1626,167454.21933694318
1627,188713.28657824447
1628,253061.5801159826
1629,171634.4406360858
1630,368162.64691222046
1631,256223.5494474228
1632,258234.28098525704
1633,170283.62072244013
1634,189405.34153916853
1635,181277.27320590598
1636,158387.1565582916
1637,218663.73183900028
1638,182279.68446006966
1639,175775.14951168955
1640,244023.19704446447
1641,169340.0156225229
1642,248772.5979225482
1643,217399.6624149458
1644,237887.164447297
1645,230720.36054951377
1646,159207.1720131462
1647,150367.79215000538
1648,131405.39124825803
1649,148389.1657169893
1650,114289.31204825318
1651,119091.08112935351
1652,102868.37937626145
1653,105755.35077943421
1654,148109.8633069582
1655,133330.0108036579
1656,141319.5689042549
1657,156166.29502982445
1658,148935.38742106152
1659,126620.14071867507
1660,152685.9468499805
1661,477221.5171247842
1662,398356.39596054034
1663,368650.4923202142
1664,487255.31495436165
1665,302603.67549652176
1666,293180.97119875497
1667,366556.87949454907
1668,322601.10888745345
1669,294087.154498499
1670,337290.2582987032
1671,274176.2125812766
1672,447738.82170632563
1673,304292.22117807285
1674,256834.8772506529
1675,191119.2316818082
1676,188716.84864336494
1677,216512.05578140187
1678,507830.89945879026
1679,379785.1495024768
1680,312638.4538032067
1681,229068.17227027006
1682,309406.9370448955
1683,191847.42176622656
1684,181553.0109945322
1685,169125.08688415296
1686,172011.83883738887
1687,162147.0474961492
1688,188550.8301621898
1689,187132.9193605658
1690,198379.5509030746
1691,190076.65529252376
1692,246458.49508935263
1693,168759.59049567362
1694,182844.27687949268
1695,163356.65056499426
1696,270273.3046164618
1697,165071.70127725916
1698,350395.8241948432
1699,344040.74217319116
1700,260016.10913911572
1701,276246.25804898783
1702,241254.45353962368
1703,241640.08036119657
1704,265117.1193670997
1705,230579.68493842488
1706,166943.1181466419
1707,209806.1849265227
1708,197596.69722980965
1709,259540.2709966602
1710,225739.91176320924
1711,272950.287802956
1712,254646.05071081422
1713,253694.69067861524
1714,227589.5490756404
1715,208845.95299795058
1716,181494.72870558544
1717,185889.00435461616
1718,135326.4782814843
1719,191894.59435700905
1720,198173.8195102865
1721,153310.90363233926
1722,116574.14911755042
1723,148522.45311820682
1724,198738.482947416
1725,236499.3046443636
1726,186437.9803773775
1727,142923.69154415303
1728,172085.9974915679
1729,162518.78036197418
1730,139261.07106026838
1731,116840.60213186871
1732,136999.02674853257
1733,110790.17816144672
1734,160521.09629647058
1735,126071.09432718757
1736,111961.5658990605
1737,294045.4490896622
1738,253487.3654363474
1739,248921.19132677748
1740,232056.89568908204
1741,201390.6052824522
1742,171212.7812217117
1743,176490.3584063417
1744,320148.1126372283
1745,231770.51643497424
1746,184079.07544423468
1747,217160.1143831902
1748,221280.37271753416
1749,145600.27418120592
1750,123066.68663957297
1751,260242.94258077114
1752,115630.68171589173
1753,151799.1104940577
1754,202785.1694784294
1755,157050.59601842216
1756,131998.31439415057
1757,121334.74899864799
1758,141278.09105478303
1759,155383.3513553336
1760,168782.2102238203
1761,153197.9774964098
1762,172389.83468339214
1763,166949.79918546672
1764,118863.2549044682
1765,183258.0019859939
1766,188972.06037490966
1767,227869.94997442802
1768,139101.53610337578
1769,170142.71296037576
1770,154761.33716876502
1771,120582.82847780884
1772,137034.534981367
1773,124651.25195855586
1774,150778.80144088596
1775,146001.40266851394
1776,123280.27727176493
1777,107709.23827903529
1778,140263.9936598629
1779,133804.2941651753
1780,161536.4354448754
1781,123801.0521131991
1782,89741.1393971945
1783,141221.9821817835
1784,98241.08628555512
1785,118507.04641511974
1786,167548.71938701972
1787,149669.11402944342
1788,66185.69792353555
1789,98146.40189606426
1790,85147.75958308797
1791,191770.62078670278
1792,160396.02372724705
1793,131287.63903806204
1794,153677.67056126194
1795,130112.86338332048
1796,126572.47464253407
1797,120042.24719766047
1798,121045.1455376008
1799,108172.33800284532
1800,131836.5394047181
1801,121630.63585573176
1802,141795.48100129594
1803,145929.47922426474
1804,134692.92418680893
1805,135576.35451159018
1806,138508.81007592176
1807,118958.93805210044
1808,113554.49932649218
1809,112039.9352309817
1810,139497.4597305714
1811,79704.78051820275
1812,89701.26762634667
1813,122744.31308187454
1814,126887.28831595194
1815,68506.3592693498
1816,105823.09611407679
1817,97191.36525841485
1818,118426.16755558395
1819,132296.21120505937
1820,55756.51180819811
1821,113600.73732079109
1822,153580.64322802145
1823,46794.835822131754
1824,119569.68140351778
1825,131401.09344389476
1826,112595.44861036452
1827,105677.95065560048
1828,130144.08511945354
1829,130167.69501139876
1830,147457.92595449075
1831,130221.413661641
1832,66830.36539362138
1833,134684.72181407904
1834,121596.32625844482
1835,132993.77114521424
1836,124025.99123743722
1837,90777.1372019858
1838,129659.2302104676
1839,108937.28616226144
1840,147934.52291293142
1841,126278.39480969566
1842,90164.56287617823
1843,138472.80277673114
1844,145470.3937874705
1845,146655.25979458692
1846,159695.3492704649
1847,175706.16348252143
1848,56276.955904030525
1849,106959.69256630733
1850,116961.43215031835
1851,143145.36271351986
1852,128858.25418897189
1853,122332.67380358453
1854,167976.143010544
1855,149064.19459460152
1856,225016.04657669787
1857,128432.67545976606
1858,141841.91610837996
1859,117227.46644717272
1860,171460.1674487993
1861,117679.60944345227
1862,322141.5327882067
1863,309535.054757659
1864,309556.8872653082
1865,324771.2614839434
1866,299181.5991294144
1867,219151.68650831628
1868,282952.84971757536
1869,204683.36593538368
1870,217059.18177622068
1871,244118.08991310824
1872,171280.11037589665
1873,260402.9114568171
1874,153200.56621367412
1875,196392.32291711925
1876,203892.0313650583
1877,204961.06183774766
1878,207249.6308370703
1879,128977.96714824396
1880,131166.62393295247
1881,249211.06765824926
1882,239617.52237119322
1883,185435.5038980374
1884,199030.12971639307
1885,193920.49456484904
1886,262934.66162897664
1887,215783.28403169167
1888,263402.93954391626
1889,169336.62261127302
1890,123665.32515319515
1891,111489.27639206673
1892,102719.52880595298
1893,117985.91018527672
1894,113926.41565479424
1895,129143.76438680566
1896,126505.04275829399
1897,133710.26462426074
1898,111052.86132087956
1899,167129.0960998012
1900,151494.84584386056
1901,177802.93224598962
1902,157240.4212180309
1903,236336.980298297
1904,142017.62138974894
1905,190098.3659877057
1906,147541.75106355327
1907,198733.03250734188
1908,102275.15391888189
1909,130610.61242691663
1910,114465.14176816832
1911,216563.02787546912
1912,324033.52956300054
1913,140938.02602562998
1914,55273.019594487116
1915,303924.94559925544
1916,71104.33919924151
1917,242359.8088513035
1918,141953.56336662738
1919,182374.25203813173
1920,172882.49255564925
1921,381751.51095583994
1922,316714.20923984074
1923,260738.41872073224
1924,253959.7661636613
1925,200980.99236820443
1926,376759.6877835097
1927,134718.55055600833
1928,157152.5325120399
1929,126693.75675732488
1930,133659.74835519103
1931,146986.74168645148
1932,138958.1831094033
1933,172242.39410541285
1934,174384.5781747511
1935,171213.5619259132
1936,178693.62627977994
1937,179303.76924521948
1938,171772.01612981557
1939,286857.722870851
1940,198735.83271265661
1941,167665.60036300466
1942,163438.90572309875
1943,225245.7984673982
1944,376998.1037130165
1945,370529.105010969
1946,130074.12613687065
1947,131260.7812646
1948,177383.44867131065
1949,240834.1762167593
1950,178728.00771383155
1951,242369.05083776527
1952,208374.17115211356
1953,174038.38308041784
1954,178927.40165892735
1955,133249.10233878143
1956,339656.42499328783
1957,147237.71625884998
1958,255388.98420248018
1959,134326.24499816285
1960,112313.62544800703
1961,129466.81924260821
1962,97847.40129658696
1963,104892.53301768868
1964,103686.20729412876
1965,148626.30555952023
1966,133120.24432518627
1967,308468.46965501853
1968,407604.9744424004
1969,344311.3517248088
1970,404595.3878520118
1971,522180.2096263998
1972,405598.5992534255
1973,282079.30928210384
1974,337826.6973676684
1975,298315.80798510637
1976,279805.7133969167
1977,380967.9674929946
1978,354026.9785843723
1979,319488.3735036987
1980,210184.87911250396
1981,334058.1421222122
1982,221856.46113169365
1983,211001.23341658537
1984,174132.27934306132
1985,218718.99104188013
1986,212930.4097837324
1987,183344.56812494047
1988,173452.4853936757
1989,188845.59863895367
1990,206749.01212602627
1991,232890.6861690418
1992,212886.08200777
1993,169178.785305075
1994,220744.1325736758
1995,182993.06686270228
1996,283516.7097386804
1997,286437.5993281342
1998,302117.17459052824
1999,292983.1200999198
2000,310395.3568564008
2001,275824.4057761006
2002,237270.49688158723
2003,240773.37180291134
2004,280339.1454981035
2005,215871.64991615637
2006,221211.02571896795
2007,236804.32517566645
2008,244232.522356718
2009,198592.34889859176
2010,180437.56885220276
2011,132766.8923659949
2012,166694.92123958404
2013,172589.34567511108
2014,182595.8151554538
2015,202673.5341053056
2016,192599.25892600438
2017,192698.4566311256
2018,122252.94438184767
2019,146721.43512324957
2020,103739.86570363656
2021,110032.15412747313
2022,193359.0722495172
2023,142679.88359788
2024,282661.2339715202
2025,376202.247306692
2026,184114.12398113369
2027,173124.92820178202
2028,154780.67622084488
2029,179161.25233545864
2030,240285.62003170804
2031,220760.2163468132
2032,227890.41573570156
2033,222497.00574420442
2034,177593.57206959487
2035,221310.33293646885
2036,213534.69240977848
2037,241242.69946058336
2038,339944.9595030597
2039,221517.6876483001
2040,359213.07563665137
2041,276478.04564661044
2042,195136.13743395434
2043,175540.41868191306
2044,173325.7229588627
2045,199393.9784641471
2046,159765.64640917972
2047,135269.62633630796
2048,140256.61250497214
2049,139449.17424804936
2050,165418.210606771
2051,103618.46231354265
2052,124361.47983252884
2053,148054.7654362178
2054,112461.51806106318
2055,150243.0885767147
2056,141902.1750833238
2057,108377.90480267857
2058,196961.56265622942
2059,136884.7690165944
2060,175074.99179376638
2061,166513.9303900136
2062,125537.19176016528
2063,117419.94743427768
2064,139169.3856015579
2065,108310.1838686583
2066,160959.64628068876
2067,115284.3639292896
2068,138179.47661226077
2069,81219.9161463269
2070,106966.51346133034
2071,99468.09809424935
2072,140553.40788078902
2073,124301.10677004367
2074,161693.64807741198
2075,145556.82781276177
2076,111683.57897469608
2077,171897.99092167692
2078,125225.1897197562
2079,130690.97029823723
2080,127113.78632960364
2081,119023.73975338177
2082,118132.16245592324
2083,141044.4419635765
2084,112284.88470503368
2085,122667.85789750614
2086,112133.28739125624
2087,118341.05778515145
2088,97039.88094142161
2089,87005.94360609088
2090,142820.9114021448
2091,105309.25190499834
2092,114304.80000522653
2093,107536.80071426403
2094,113407.67472172584
2095,179527.24444931064
2096,92227.41265412743
2097,93536.27479730039
2098,142137.30869508933
2099,60887.237519612354
2100,65486.28152640045
2101,104649.31603838842
2102,118971.50019011428
2103,104357.69944027743
2104,139322.0427578387
2105,116820.54686294115
2106,69365.39964436999
2107,175167.24687247165
2108,116918.82274938011
2109,111423.36122638159
2110,107254.97710718066
2111,142382.2257273281
2112,131508.5060280311
2113,122776.08419367287
2114,131389.29371262944
2115,166377.5127637034
2116,130382.9491775269
2117,148090.07857180602
2118,120349.71871486674
2119,119452.91052001492
2120,118935.97223722293
2121,90890.05536421352
2122,122136.92345889666
2123,93086.63758009636
2124,150198.4069961048
2125,124889.06005578938
2126,150217.1638612695
2127,187569.447935471
2128,128275.58139793745
2129,83653.14258085779
2130,129579.38224763909
2131,159345.51424386798
2132,115853.43499360928
2133,116654.38455701723
2134,126973.68151738013
2135,105299.12184701605
2136,76742.82078217315
2137,107518.88269121107
2138,137967.99005292362
2139,147009.11576651872
2140,148676.84322154106
2141,160287.51856505606
2142,128846.29739996784
2143,151933.12809878643
2144,163687.6052376965
2145,145598.45316168334
2146,162301.83463287324
2147,144724.22584887713
2148,141566.35946113543
2149,153896.57100302578
2150,233230.3996873199
2151,124697.19065975679
2152,149713.72867469356
2153,177449.78201789482
2154,93975.29276705673
2155,131957.98894305798
2156,261103.46390106346
2157,233564.68421426887
2158,230727.907055375
2159,197690.31258644018
2160,183785.6898732952
2161,234296.3676639765
2162,414521.3026728814
2163,352722.7454411044
2164,229427.81079464205
2165,196447.02165531067
2166,163868.41243735095
2167,211933.1457488063
2168,200945.82213199814
2169,189600.01690641255
2170,247696.22636828962
2171,158485.89174263517
2172,137585.36128125616
2173,180351.03950824833
2174,226138.64879103543
2175,282576.6535256128
2176,281381.00228668435
2177,238707.0372972497
2178,209736.13149393888
2179,137199.73185264834
2180,194628.4224346305
2181,195168.62814167628
2182,228788.074355943
2183,191773.0063713737
2184,119099.01060083005
2185,112746.35649137525
2186,145723.71075644877
2187,153324.43655334035
2188,149734.01286743768
2189,272906.90265712433
2190,84856.15984467336
2191,63963.51163536162
2192,86307.5116264534
2193,102148.56874157392
2194,104459.09803871605
2195,86582.27952827525
2196,101087.66338748959
2197,127065.42694462872
2198,155670.49892242724
2199,210427.56046559586
2200,145808.4691575718
2201,134727.34798612495
2202,203688.8136497269
2203,131416.45945246393
2204,174192.9307030348
2205,126110.52330180317
2206,140920.72645198408
2207,290371.2186560153
2208,260018.65621265364
2209,243958.20510803003
2210,115717.03329680824
2211,120401.46554863428
2212,117161.00597136484
2213,105761.26371583257
2214,122907.31367512232
2215,101393.88150898549
2216,139153.77970018756
2217,79962.05260166698
2218,56999.913295754974
2219,53169.676182566494
2220,52851.505196100465
2221,306889.42963443825
2222,280714.6772847429
2223,289232.6993040848
2224,212345.26216069036
2225,127566.01078605709
2226,184303.67025107218
2227,193775.60140930078
2228,270251.9838485491
2229,265612.3455966365
2230,152397.46167002537
2231,219079.41675862618
2232,195043.37052261372
2233,185596.96001439245
2234,243759.12713258868
2235,221527.7829826335
2236,266421.39778631023
2237,324838.2124148647
2238,208932.49707432344
2239,103237.49714180164
2240,149112.28734326578
2241,179350.15972938496
2242,117328.76475110176
2243,122402.69372904465
2244,97677.5799377105
2245,93734.29340497518
2246,135561.69852024261
2247,106306.10673770483
2248,125743.15363351683
2249,122614.4090469223
2250,125661.7350358508
2251,104134.04030192802
2252,175802.9897531771
2253,156651.02560036164
2254,171150.66142822854
2255,186023.86670837045
2256,168481.48085455387
2257,210296.36207583215
2258,160097.5989389227
2259,179750.3453862791
2260,149693.2692409603
2261,208743.1687364327
2262,226045.65874156597
2263,388361.94540376414
2264,649435.3845385481
2265,163299.03130760833
2266,288429.7582613429
2267,400307.0420135339
2268,426830.44054977107
2269,159934.69265128276
2270,193082.58895560072
2271,214710.08686846474
2272,181285.35904226385
2273,152234.65727539704
2274,179178.31441913178
2275,171408.06540393212
2276,186408.3034165442
2277,185681.5013272682
2278,143437.22888409844
2279,127649.50424270805
2280,105674.66254230573
2281,153679.95908506916
2282,165655.04046879284
2283,108295.48439003759
2284,109664.66969814432
2285,138430.0673928018
2286,124145.08215206591
2287,342686.3067690165
2288,309496.18083768163
2289,371552.97175896104
2290,489247.8550256228
2291,335476.8485013156
2292,431879.14949524566
2293,479753.062121341
2294,404863.63404974836
2295,562892.9295772413
2296,302150.385174994
2297,336495.63702673605
2298,348457.49031834793
2299,377174.0640084316
2300,337270.9745402116
2301,316174.42987947905
2302,258800.7935292602
2303,264131.9839474431
2304,265660.93879567937
2305,199467.16740530115
2306,189691.06363433058
2307,199676.40604470216
2308,241834.12359840606
2309,267502.49075248034
2310,221240.28501685406
2311,213152.52382824934
2312,177106.88945431574
2313,173224.56203373143
2314,177244.73580002534
2315,180203.6155824548
2316,193331.33578313788
2317,194953.16737851835
2318,178376.20892751735
2319,183856.3364915466
2320,185043.84470283447
2321,225769.9166872087
2322,191815.77358082257
2323,170956.73829072542
2324,181946.87295385005
2325,213407.37103599653
2326,165382.61812640828
2327,198374.05231116194
2328,216021.13706210983
2329,195066.77571613193
2330,182632.7327819562
2331,354598.47628860874
2332,391187.17077783996
2333,316293.3289053944
2334,245713.20991312838
2335,289924.4474079902
2336,298693.9347536021
2337,192210.00170367782
2338,254589.08537012502
2339,210239.48151177933
2340,389006.41838955827
2341,219498.8522293468
2342,224976.04884864858
2343,225978.79045433085
2344,198865.5630849633
2345,225497.2317454845
2346,216903.14880607097
2347,195328.47765174828
2348,237947.75090090197
2349,176485.80211509942
2350,296251.4510644419
2351,248916.3388735627
2352,235223.56839863327
2353,236775.6719119764
2354,139800.77861211938
2355,141994.84848950076
2356,143716.48644527575
2357,186114.85737791605
2358,184184.32628409046
2359,126186.0850732853
2360,123331.2783041051
2361,153074.97856058017
2362,287617.54835822055
2363,120275.95288951986
2364,164759.9286063029
2365,202244.5880805375
2366,210351.19617448066
2367,232255.59108298307
2368,220377.27334494828
2369,219605.9098410266
2370,181917.0656275775
2371,156101.48171671052
2372,225074.62402126563
2373,335203.36663838034
2374,346609.7205071976
2375,230358.21145719677
2376,316027.5868708865
2377,346504.62352606194
2378,166819.19661583554
2379,195541.45550558445
2380,148099.33603008403
2381,175293.01247444248
2382,208373.73806168666
2383,196844.16936223625
2384,242961.1930799092
2385,158603.3739233477
2386,131844.51745358473
2387,129193.9188870439
2388,91208.61879315466
2389,119099.50406196239
2390,158680.1806943894
2391,141682.56745694007
2392,121876.88424362648
2393,175492.48271819775
2394,128752.97807461856
2395,207202.29365183148
2396,134411.44392021475
2397,212289.19334873158
2398,131571.04316057623
2399,66496.86803057353
2400,73043.10411869481
2401,151461.27442258014
2402,133951.15124385894
2403,138511.7521343446
2404,143747.60563940907
2405,153146.9539797689
2406,141366.55738959496
2407,122754.76370682991
2408,155376.6139292667
2409,114550.5043710073
2410,172573.67088507552
2411,113873.51817063363
2412,144385.9075283048
2413,128058.71252277058
2414,137183.16339505295
2415,132468.07525012628
2416,120007.75887015983
2417,132534.2385546433
2418,133370.23679178912
2419,126742.34965832235
2420,123365.77492261061
2421,210269.4667862292
2422,103360.02850683976
2423,95992.18034222549
2424,171948.31652477194
2425,188634.3153484066
2426,125541.64149158803
2427,117407.87357959687
2428,174573.63721438675
2429,118735.16875599205
2430,130837.88249710396
2431,102752.70944192425
2432,142961.42330425407
2433,145392.94950930835
2434,134378.71565848563
2435,149223.07010382184
2436,120798.61824166232
2437,108041.61958365506
2438,122020.00554077218
2439,100306.2410755049
2440,127150.46272542192
2441,92078.89168838772
2442,101465.81594381416
2443,131023.82113812011
2444,138320.00503545234
2445,84196.37636237248
2446,130992.52329942684
2447,180754.00932496312
2448,143456.55713649004
2449,118109.49009833677
2450,153600.58258175175
2451,124297.7477998729
2452,195241.1050471514
2453,101728.15580071001
2454,114632.46884326526
2455,107188.26154829051
2456,127406.16226722533
2457,142136.35858248977
2458,139173.66816690855
2459,118595.86907563252
2460,146365.55217454434
2461,131993.74718491355
2462,130186.25015086366
2463,127544.27394234262
2464,171983.38521290803
2465,138181.40414183735
2466,110638.6285116698
2467,126650.2307913723
2468,102780.051401094
2469,93685.9072343962
2470,179175.74241166614
2471,200867.29869035733
2472,157126.20590959754
2473,118223.15906255691
2474,88310.4453929233
2475,218711.44597740378
2476,117909.1041129116
2477,129262.51622890256
2478,156365.0354966792
2479,104868.10423285622
2480,138905.14120325228
2481,116811.2319175979
2482,121723.68806166743
2483,109009.08354349346
2484,122481.58835274138
2485,132392.2799017414
2486,149830.8800597895
2487,170583.8864198727
2488,173828.1782828424
2489,152889.92463647842
2490,141334.3987111069
2491,93611.6078264371
2492,201635.83152695905
2493,142223.90519445675
2494,135353.21209812452
2495,80813.82108603293
2496,247034.37525180503
2497,153472.08200092096
2498,120482.70781581326
2499,84980.04512037116
2500,114743.16015780525
2501,134393.5715091223
2502,136498.6091482025
2503,94150.23590548213
2504,316724.234416151
2505,236182.87683789677
2506,252352.0395357392
2507,314712.72708535916
2508,252208.18496415965
2509,217821.0125958832
2510,224071.04428640584
2511,172515.81300141412
2512,195841.49988523242
2513,225753.74698512565
2514,347625.6180602799
2515,159418.68132037373
2516,177801.68039968982
2517,155516.22803310194
2518,159861.09876840998
2519,223103.94917086713
2520,218986.94633823566
2521,183803.6207320063
2522,224472.50693225904
2523,114847.19430839746
2524,133874.16826888145
2525,141874.20760779604
2526,156899.90696906627
2527,118650.72688153188
2528,145405.2372636359
2529,135951.16796830835
2530,128612.6138065338
2531,233248.6855010636
2532,227254.60358520664
2533,193895.0069769631
2534,230252.08354274192
2535,286088.18965625064
2536,231310.24439022364
2537,229193.97560470525
2538,186523.5658257081
2539,182306.24955351706
2540,180946.92592928914
2541,180429.23213240097
2542,157823.57130702338
2543,117600.60019214478
2544,115576.62980597388
2545,126008.80469034277
2546,123688.90810165882
2547,148045.77372265453
2548,140292.7580816172
